,lastTradeDate,strike,lastPrice,expirationDate,impliedVolatility,openInterest,CALL,underlying_price
0,2023-01-12 20:41:36+00:00,1.67,121.5,2023-01-21,13.75000140625,606.0,True,123.55999755859375
1,2023-01-12 20:41:48+00:00,3.33,119.9,2023-01-21,11.6875026953125,431.0,True,123.55999755859375
2,2023-01-12 20:37:07+00:00,5.0,118.1,2023-01-21,0.500005,811.0,True,123.55999755859375
3,2023-01-12 20:44:21+00:00,6.67,116.5,2023-01-21,8.875004453125,559.0,True,123.55999755859375
4,2023-01-12 20:41:48+00:00,8.33,114.9,2023-01-21,8.500004687499999,597.0,True,123.55999755859375
5,2023-01-12 18:59:02+00:00,10.0,112.26,2023-01-21,0.500005,2007.0,True,123.55999755859375
6,2023-01-12 18:59:02+00:00,11.67,110.61,2023-01-21,7.125001093750001,420.0,True,123.55999755859375
7,2023-01-12 19:10:24+00:00,13.33,109.75,2023-01-21,6.937501328125,379.0,True,123.55999755859375
8,2023-01-03 20:43:31+00:00,15.0,92.9,2023-01-21,0.500005,82.0,True,108.0999984741211
9,2023-01-13 15:49:35+00:00,16.67,104.7,2023-01-21,6.500001875000001,978.0,True,122.4000015258789
10,2023-01-12 20:14:22+00:00,18.33,104.5,2023-01-21,5.937502578125001,2119.0,True,123.55999755859375
11,2023-01-13 14:43:18+00:00,20.0,96.1,2023-01-21,0.500005,975.0,True,122.4000015258789
12,2022-08-04 19:35:15+00:00,25.0,899.6,2023-01-21,1.0000000000000003e-05,148.0,True,308.6333312988281
13,2023-01-10 16:56:49+00:00,26.67,90.4,2023-01-21,4.968753789062499,2070.0,True,118.8499984741211
14,2023-01-05 17:27:53+00:00,30.0,80.05,2023-01-21,4.6562541796875,34.0,True,110.33999633789062
15,2023-01-12 20:58:04+00:00,33.33,90.24,2023-01-21,4.0937548828125,3715.0,True,123.55999755859375
16,2023-01-10 20:04:26+00:00,35.0,82.27,2023-01-21,0.500005,70.0,True,118.8499984741211
17,2023-01-10 16:53:19+00:00,40.0,76.79,2023-01-21,3.7343756640625,1608.0,True,118.8499984741211
18,2023-01-10 19:25:46+00:00,45.0,72.7,2023-01-21,3.3593766015624995,57.0,True,118.8499984741211
19,2023-01-10 15:41:25+00:00,46.67,69.6,2023-01-21,2.93750265625,1394.0,True,118.8499984741211
20,2023-01-12 17:31:59+00:00,50.0,71.44,2023-01-21,2.81250296875,2225.0,True,123.55999755859375
21,2023-01-12 15:35:33+00:00,53.33,66.35,2023-01-21,2.6718783203125005,1009.0,True,123.55999755859375
22,2023-01-13 18:29:09+00:00,55.0,65.48,2023-01-21,2.718753203125,86.0,True,122.4000015258789
23,2023-01-13 20:34:16+00:00,60.0,62.08,2023-01-21,2.44531638671875,2776.0,True,122.4000015258789
24,2023-01-13 20:58:54+00:00,65.0,57.45,2023-01-21,2.1875045312499997,234.0,True,122.4000015258789
25,2023-01-12 19:56:05+00:00,66.67,56.45,2023-01-21,2.281254296875,7789.0,True,123.55999755859375
26,2023-01-13 18:17:56+00:00,70.0,50.35,2023-01-21,1.953125234375,3068.0,True,122.4000015258789
27,2023-01-12 19:36:17+00:00,73.33,49.8,2023-01-21,1.8281258593749998,1851.0,True,123.55999755859375
28,2023-01-13 16:45:12+00:00,75.0,43.88,2023-01-21,1.734376328125,668.0,True,122.4000015258789
29,2023-01-13 15:08:01+00:00,76.67,41.9,2023-01-21,1.734376328125,2317.0,True,122.4000015258789
30,2023-01-13 18:07:33+00:00,79.0,42.05,2023-01-21,1.5625021874999998,174.0,True,122.4000015258789
31,2023-01-13 20:11:39+00:00,80.0,41.69,2023-01-21,1.5234398828124998,3160.0,True,122.4000015258789
32,2023-01-12 15:15:54+00:00,81.0,39.66,2023-01-21,1.625001875,75.0,True,123.55999755859375
33,2023-01-13 14:43:46+00:00,82.0,34.65,2023-01-21,1.5820333398437496,171.0,True,122.4000015258789
34,2023-01-13 16:26:52+00:00,83.33,36.25,2023-01-21,1.4765651171875,2380.0,True,122.4000015258789
35,2023-01-13 20:57:14+00:00,85.0,37.3,2023-01-21,1.453127734375,392.0,True,122.4000015258789
36,2023-01-12 18:01:22+00:00,86.67,34.42,2023-01-21,1.3750031249999999,921.0,True,123.55999755859375
37,2023-01-13 15:54:26+00:00,88.0,33.3,2023-01-21,1.3320345898437496,144.0,True,122.4000015258789
38,2023-01-13 18:07:32+00:00,89.0,32.1,2023-01-21,1.29297228515625,152.0,True,122.4000015258789
39,2023-01-13 20:58:51+00:00,90.0,32.65,2023-01-21,1.25390998046875,1498.0,True,122.4000015258789
40,2023-01-13 17:31:51+00:00,91.0,29.25,2023-01-21,1.2128945605468748,205.0,True,122.4000015258789
41,2023-01-13 19:48:30+00:00,92.0,29.15,2023-01-21,1.2500037499999999,96.0,True,122.4000015258789
42,2023-01-13 20:58:55+00:00,93.33,29.2,2023-01-21,1.1679729101562502,768.0,True,122.4000015258789
43,2023-01-13 20:44:09+00:00,95.0,27.14,2023-01-21,1.12891060546875,513.0,True,122.4000015258789
44,2023-01-13 20:57:54+00:00,96.67,25.92,2023-01-21,1.056645341796875,550.0,True,122.4000015258789
45,2023-01-13 20:27:34+00:00,98.0,24.35,2023-01-21,1.0371141894531253,189.0,True,122.4000015258789
46,2023-01-13 20:58:15+00:00,99.0,23.55,2023-01-21,1.021489267578125,185.0,True,122.4000015258789
47,2023-01-13 20:56:20+00:00,100.0,22.45,2023-01-21,0.9804689453125001,13264.0,True,122.4000015258789
48,2023-01-13 20:58:54+00:00,101.0,21.67,2023-01-21,0.9619144433593749,253.0,True,122.4000015258789
49,2023-01-13 20:53:26+00:00,102.0,20.35,2023-01-21,0.940430283203125,356.0,True,122.4000015258789
50,2023-01-13 20:52:11+00:00,103.0,19.24,2023-01-21,0.9169930175781251,264.0,True,122.4000015258789
51,2023-01-13 19:04:49+00:00,103.33,17.35,2023-01-21,0.9062509375,935.0,True,122.4000015258789
52,2023-01-13 20:25:52+00:00,104.0,18.3,2023-01-21,0.8916026464843749,537.0,True,122.4000015258789
53,2023-01-13 20:58:55+00:00,105.0,17.75,2023-01-21,0.8798840136718749,6455.0,True,122.4000015258789
54,2023-01-13 20:57:14+00:00,106.0,16.6,2023-01-21,0.84961087890625,575.0,True,122.4000015258789
55,2023-01-13 20:55:24+00:00,106.67,15.9,2023-01-21,0.868165380859375,1011.0,True,122.4000015258789
56,2023-01-13 20:53:09+00:00,107.0,15.35,2023-01-21,0.8437515624999999,1377.0,True,122.4000015258789
57,2023-01-13 20:53:56+00:00,108.0,14.54,2023-01-21,0.8422867333984375,1547.0,True,122.4000015258789
58,2023-01-13 20:59:23+00:00,108.33,14.6,2023-01-21,0.8183611914062499,923.0,True,122.4000015258789
59,2023-01-13 20:57:25+00:00,109.0,14.0,2023-01-21,0.805666005859375,1405.0,True,122.4000015258789
60,2023-01-13 20:59:59+00:00,110.0,13.23,2023-01-21,0.795900478515625,8338.0,True,122.4000015258789
61,2023-01-13 20:52:22+00:00,111.0,11.86,2023-01-21,0.7807639111328125,1297.0,True,122.4000015258789
62,2023-01-13 20:52:20+00:00,111.67,11.25,2023-01-21,0.7919942675781251,4673.0,True,122.4000015258789
63,2023-01-13 20:59:43+00:00,112.0,11.39,2023-01-21,0.79101771484375,1351.0,True,122.4000015258789
64,2023-01-13 20:57:59+00:00,113.0,10.51,2023-01-21,0.7656273437500001,2184.0,True,122.4000015258789
65,2023-01-13 20:58:41+00:00,113.33,10.25,2023-01-21,0.7758811474609376,1853.0,True,122.4000015258789
66,2023-01-13 20:59:58+00:00,114.0,9.63,2023-01-21,0.762697685546875,1436.0,True,122.4000015258789
67,2023-01-13 20:59:28+00:00,115.0,8.95,2023-01-21,0.7534204345703125,11181.0,True,122.4000015258789
68,2023-01-13 20:59:51+00:00,116.0,8.1,2023-01-21,0.7436549072265625,2837.0,True,122.4000015258789
69,2023-01-13 20:59:23+00:00,116.67,7.6,2023-01-21,0.7377955908203124,3537.0,True,122.4000015258789
70,2023-01-13 20:59:55+00:00,117.0,7.35,2023-01-21,0.7382838671874999,1438.0,True,122.4000015258789
71,2023-01-13 20:59:22+00:00,118.0,6.65,2023-01-21,0.7270535107421875,1728.0,True,122.4000015258789
72,2023-01-13 20:59:40+00:00,118.33,6.45,2023-01-21,0.729494892578125,2439.0,True,122.4000015258789
73,2023-01-13 20:59:39+00:00,119.0,6.0,2023-01-21,0.7236355761718749,2069.0,True,122.4000015258789
74,2023-01-13 20:59:57+00:00,120.0,5.35,2023-01-21,0.7182645361328125,24262.0,True,122.4000015258789
75,2023-01-13 20:59:59+00:00,121.0,4.77,2023-01-21,0.7148466015625,3091.0,True,122.4000015258789
76,2023-01-13 20:59:59+00:00,121.67,4.35,2023-01-21,0.710940390625,3235.0,True,122.4000015258789
77,2023-01-13 20:59:58+00:00,122.0,4.23,2023-01-21,0.7050810742187501,4831.0,True,122.4000015258789
78,2023-01-13 20:59:57+00:00,123.0,3.76,2023-01-21,0.7014190014648438,3547.0,True,122.4000015258789
79,2023-01-13 20:59:36+00:00,123.33,3.55,2023-01-21,0.7058134887695313,2994.0,True,122.4000015258789
80,2023-01-13 20:59:57+00:00,124.0,3.27,2023-01-21,0.6997100341796876,4482.0,True,122.4000015258789
81,2023-01-13 20:59:59+00:00,125.0,2.87,2023-01-21,0.6938507177734375,30642.0,True,122.4000015258789
82,2023-01-13 20:59:57+00:00,126.0,2.5,2023-01-21,0.700198310546875,3585.0,True,122.4000015258789
83,2023-01-13 20:59:56+00:00,126.67,2.28,2023-01-21,0.694338994140625,3211.0,True,122.4000015258789
84,2023-01-13 20:59:59+00:00,127.0,2.17,2023-01-21,0.6950714086914063,3488.0,True,122.4000015258789
85,2023-01-13 20:59:55+00:00,128.33,1.77,2023-01-21,0.6928741650390625,5999.0,True,122.4000015258789
86,2023-01-13 20:59:59+00:00,130.0,1.36,2023-01-21,0.69336244140625,33163.0,True,122.4000015258789
87,2023-01-13 20:59:59+00:00,131.67,1.07,2023-01-21,0.6958038232421876,4287.0,True,122.4000015258789
88,2023-01-13 20:59:58+00:00,133.33,0.81,2023-01-21,0.6997100341796876,9383.0,True,122.4000015258789
89,2023-01-13 20:59:59+00:00,135.0,0.61,2023-01-21,0.708010732421875,17279.0,True,122.4000015258789
90,2023-01-13 20:59:43+00:00,136.67,0.49,2023-01-21,0.7133817724609376,3080.0,True,122.4000015258789
91,2023-01-13 20:59:31+00:00,138.0,0.39,2023-01-21,0.7236355761718749,3228.0,True,122.4000015258789
92,2023-01-13 20:59:58+00:00,139.0,0.34,2023-01-21,0.7304714453125,1836.0,True,122.4000015258789
93,2023-01-13 20:59:59+00:00,140.0,0.3,2023-01-21,0.73437765625,35512.0,True,122.4000015258789
94,2023-01-13 20:59:59+00:00,141.0,0.25,2023-01-21,0.74414318359375,1159.0,True,122.4000015258789
95,2023-01-13 20:59:58+00:00,142.0,0.21,2023-01-21,0.752932158203125,3462.0,True,122.4000015258789
96,2023-01-13 20:59:51+00:00,143.33,0.19,2023-01-21,0.764650791015625,5071.0,True,122.4000015258789
97,2023-01-13 20:59:35+00:00,145.0,0.16,2023-01-21,0.7832052929687501,24853.0,True,122.4000015258789
98,2023-01-13 20:59:56+00:00,146.0,0.15,2023-01-21,0.79101771484375,2105.0,True,122.4000015258789
99,2023-01-13 20:59:58+00:00,146.67,0.11,2023-01-21,0.8085956640624999,4576.0,True,122.4000015258789
100,2023-01-13 20:56:39+00:00,147.0,0.13,2023-01-21,0.8105487695312499,2172.0,True,122.4000015258789
101,2023-01-13 20:57:01+00:00,148.0,0.11,2023-01-21,0.8183611914062499,2029.0,True,122.4000015258789
102,2023-01-13 20:59:59+00:00,149.0,0.11,2023-01-21,0.8320329296874999,1959.0,True,122.4000015258789
103,2023-01-13 20:59:58+00:00,150.0,0.09,2023-01-21,0.84179845703125,37285.0,True,122.4000015258789
104,2023-01-13 20:57:33+00:00,152.5,0.08,2023-01-21,0.8828136718749999,2684.0,True,122.4000015258789
105,2023-01-13 20:27:00+00:00,153.33,0.08,2023-01-21,0.8789074609374999,3764.0,True,122.4000015258789
106,2023-01-13 20:58:08+00:00,155.0,0.06,2023-01-21,0.9023447265625,27705.0,True,122.4000015258789
107,2023-01-13 20:47:59+00:00,156.67,0.06,2023-01-21,0.929688203125,2718.0,True,122.4000015258789
108,2023-01-13 20:40:13+00:00,157.5,0.05,2023-01-21,0.9335944140625,2927.0,True,122.4000015258789
109,2023-01-13 20:59:55+00:00,160.0,0.05,2023-01-21,0.98437515625,22353.0,True,122.4000015258789
110,2023-01-13 20:59:06+00:00,162.5,0.05,2023-01-21,1.0078174609375,5545.0,True,122.4000015258789
111,2023-01-13 19:58:06+00:00,163.33,0.03,2023-01-21,1.0078174609375,6381.0,True,122.4000015258789
112,2023-01-13 20:59:13+00:00,165.0,0.04,2023-01-21,1.0390673046875003,14639.0,True,122.4000015258789
113,2023-01-13 20:51:00+00:00,166.67,0.04,2023-01-21,1.0546922265625,35600.0,True,122.4000015258789
114,2023-01-13 18:10:26+00:00,167.5,0.05,2023-01-21,1.0859420703125,5032.0,True,122.4000015258789
115,2023-01-13 20:59:51+00:00,170.0,0.04,2023-01-21,1.109379453125,33337.0,True,122.4000015258789
116,2023-01-13 20:33:38+00:00,172.5,0.03,2023-01-21,1.1328168359375002,3331.0,True,122.4000015258789
117,2023-01-13 20:34:55+00:00,173.33,0.03,2023-01-21,1.125004375,6628.0,True,122.4000015258789
118,2023-01-13 20:42:02+00:00,175.0,0.03,2023-01-21,1.15625421875,13099.0,True,122.4000015258789
119,2023-01-13 20:56:14+00:00,176.67,0.02,2023-01-21,1.1796916015624999,6483.0,True,122.4000015258789
120,2023-01-13 17:51:18+00:00,177.5,0.03,2023-01-21,1.1953165234375,5332.0,True,122.4000015258789
121,2023-01-13 20:58:03+00:00,180.0,0.03,2023-01-21,1.2343788281249999,23075.0,True,122.4000015258789
122,2023-01-13 17:56:32+00:00,182.5,0.02,2023-01-21,1.2500037499999999,1951.0,True,122.4000015258789
123,2023-01-13 19:27:08+00:00,183.33,0.02,2023-01-21,1.2578162109375,22497.0,True,122.4000015258789
124,2023-01-13 20:49:28+00:00,185.0,0.02,2023-01-21,1.2812535937499998,14851.0,True,122.4000015258789
125,2023-01-13 20:49:59+00:00,186.67,0.02,2023-01-21,1.3046909765624997,7712.0,True,122.4000015258789
126,2023-01-13 20:56:12+00:00,190.0,0.02,2023-01-21,1.359378203125,13548.0,True,122.4000015258789
127,2023-01-13 20:53:08+00:00,193.33,0.01,2023-01-21,1.359378203125,6351.0,True,122.4000015258789
128,2023-01-13 20:31:28+00:00,195.0,0.02,2023-01-21,1.3906280468749999,6613.0,True,122.4000015258789
129,2023-01-13 20:59:47+00:00,200.0,0.02,2023-01-21,1.453127734375,73436.0,True,122.4000015258789
130,2023-01-13 17:38:00+00:00,203.33,0.02,2023-01-21,1.4375028125,3562.0,True,122.4000015258789
131,2023-01-13 19:29:12+00:00,205.0,0.02,2023-01-21,1.5156274218749999,5168.0,True,122.4000015258789
132,2023-01-13 16:10:21+00:00,206.67,0.01,2023-01-21,1.484377578125,5447.0,True,122.4000015258789
133,2023-01-13 20:55:52+00:00,210.0,0.01,2023-01-21,1.5781271093749998,12449.0,True,122.4000015258789
134,2023-01-13 20:23:56+00:00,213.33,0.02,2023-01-21,1.625001875,3095.0,True,122.4000015258789
135,2023-01-13 20:11:20+00:00,215.0,0.01,2023-01-21,1.5937520312499998,12863.0,True,122.4000015258789
136,2023-01-13 20:49:00+00:00,216.67,0.01,2023-01-21,1.5937520312499998,28861.0,True,122.4000015258789
137,2023-01-13 20:45:42+00:00,220.0,0.01,2023-01-21,1.5625021874999998,29265.0,True,122.4000015258789
138,2023-01-12 19:11:29+00:00,223.33,0.01,2023-01-21,1.5625021874999998,5837.0,True,123.55999755859375
139,2023-01-13 15:14:24+00:00,225.0,0.02,2023-01-21,1.625001875,3857.0,True,122.4000015258789
140,2023-01-12 14:46:20+00:00,226.67,0.01,2023-01-21,1.71875140625,4461.0,True,123.55999755859375
141,2023-01-13 20:17:22+00:00,230.0,0.01,2023-01-21,1.65625171875,13498.0,True,122.4000015258789
142,2023-01-13 16:55:38+00:00,233.33,0.01,2023-01-21,1.78125109375,17462.0,True,122.4000015258789
143,2023-01-13 16:23:47+00:00,235.0,0.02,2023-01-21,1.8125009374999999,3453.0,True,122.4000015258789
144,2023-01-11 20:00:55+00:00,236.67,0.01,2023-01-21,1.75000125,3787.0,True,123.22000122070312
145,2023-01-13 18:52:07+00:00,240.0,0.01,2023-01-21,1.75000125,9981.0,True,122.4000015258789
146,2023-01-11 20:34:20+00:00,243.33,0.01,2023-01-21,1.8125009374999999,4041.0,True,123.22000122070312
147,2023-01-11 20:53:52+00:00,245.0,0.01,2023-01-21,1.8125009374999999,2705.0,True,123.22000122070312
148,2023-01-11 20:55:11+00:00,246.67,0.01,2023-01-21,1.8125009374999999,3992.0,True,123.22000122070312
149,2023-01-13 20:51:31+00:00,250.0,0.01,2023-01-21,1.875000625,25536.0,True,122.4000015258789
150,2023-01-09 19:22:27+00:00,253.33,0.01,2023-01-21,1.875000625,3334.0,True,119.7699966430664
151,2023-01-11 16:56:08+00:00,255.0,0.01,2023-01-21,1.875000625,2180.0,True,123.22000122070312
152,2023-01-11 18:40:02+00:00,256.67,0.01,2023-01-21,1.9375003125,3520.0,True,123.22000122070312
153,2023-01-11 18:16:39+00:00,260.0,0.01,2023-01-21,1.9375003125,10497.0,True,123.22000122070312
154,2023-01-13 17:21:08+00:00,265.0,0.01,2023-01-21,1.96875015625,2723.0,True,122.4000015258789
155,2023-01-12 18:56:36+00:00,266.67,0.01,2023-01-21,2.000005,19473.0,True,123.55999755859375
156,2023-01-11 15:53:18+00:00,270.0,0.01,2023-01-21,2.031254921875,1300.0,True,123.22000122070312
157,2023-01-13 14:51:13+00:00,273.33,0.01,2023-01-21,2.0625048437499998,17474.0,True,122.4000015258789
158,2023-01-13 16:35:47+00:00,275.0,0.01,2023-01-21,2.0625048437499998,1023.0,True,122.4000015258789
159,2023-01-13 18:20:47+00:00,276.67,0.01,2023-01-21,2.0625048437499998,31891.0,True,122.4000015258789
160,2023-01-13 16:48:17+00:00,280.0,0.01,2023-01-21,2.1250046874999997,12620.0,True,122.4000015258789
161,2023-01-12 19:40:50+00:00,283.33,0.01,2023-01-21,2.1250046874999997,10873.0,True,123.55999755859375
162,2023-01-09 14:42:05+00:00,285.0,0.01,2023-01-21,2.1250046874999997,503.0,True,119.7699966430664
163,2023-01-05 15:17:07+00:00,286.67,0.01,2023-01-21,2.1875045312499997,2482.0,True,110.33999633789062
164,2023-01-13 19:28:20+00:00,290.0,0.01,2023-01-21,2.1875045312499997,9879.0,True,122.4000015258789
165,2023-01-10 14:55:59+00:00,293.33,0.01,2023-01-21,2.2500043749999996,2964.0,True,118.8499984741211
166,2023-01-09 14:47:18+00:00,295.0,0.01,2023-01-21,2.2500043749999996,574.0,True,119.7699966430664
167,2023-01-13 20:04:32+00:00,300.0,0.01,2023-01-21,2.2500043749999996,82293.0,True,122.4000015258789
168,2023-01-04 15:39:38+00:00,305.0,0.01,2023-01-21,2.3125042187499996,451.0,True,113.63999938964844
169,2023-01-11 20:41:24+00:00,306.67,0.01,2023-01-21,2.3125042187499996,7196.0,True,123.22000122070312
170,2023-01-04 14:46:33+00:00,310.0,0.01,2023-01-21,2.3750040624999995,372.0,True,113.63999938964844
171,2023-01-04 18:10:41+00:00,313.33,0.01,2023-01-21,2.3750040624999995,5331.0,True,113.63999938964844
172,2023-01-06 18:08:27+00:00,315.0,0.01,2023-01-21,2.3750040624999995,647.0,True,113.05999755859375
173,2023-01-12 16:21:57+00:00,316.67,0.01,2023-01-21,2.3750040624999995,7640.0,True,123.55999755859375
174,2023-01-09 20:19:25+00:00,320.0,0.01,2023-01-21,2.43750390625,7394.0,True,119.7699966430664
175,2023-01-12 15:55:22+00:00,325.0,0.01,2023-01-21,2.43750390625,8930.0,True,123.55999755859375
176,2023-01-06 16:46:06+00:00,326.67,0.01,2023-01-21,2.50000375,5181.0,True,113.05999755859375
177,2023-01-06 14:30:13+00:00,330.0,0.01,2023-01-21,2.50000375,892.0,True,113.05999755859375
178,2023-01-11 17:37:39+00:00,333.33,0.01,2023-01-21,2.50000375,39348.0,True,123.22000122070312
179,2023-01-04 16:54:41+00:00,335.0,0.01,2023-01-21,2.50000375,711.0,True,113.63999938964844
180,2023-01-11 14:30:02+00:00,340.0,0.02,2023-01-21,2.56250359375,5010.0,True,123.22000122070312
181,2023-01-12 17:40:31+00:00,341.67,0.01,2023-01-21,2.56250359375,5577.0,True,123.55999755859375
182,2022-12-29 20:37:39+00:00,345.0,0.01,2023-01-21,2.56250359375,78.0,True,121.81999969482422
183,2023-01-12 16:20:22+00:00,346.67,0.01,2023-01-21,2.6250034375,1939.0,True,123.55999755859375
184,2023-01-11 20:03:13+00:00,350.0,0.01,2023-01-21,2.6250034375,13783.0,True,123.22000122070312
185,2023-01-12 16:19:56+00:00,353.33,0.01,2023-01-21,2.6250034375,930.0,True,123.55999755859375
186,2023-01-06 14:30:27+00:00,355.0,0.01,2023-01-21,2.6250034375,185.0,True,113.05999755859375
187,2023-01-13 18:20:47+00:00,358.33,0.11,2023-01-21,2.68750328125,4546.0,True,122.4000015258789
188,2023-01-13 16:02:50+00:00,360.0,0.01,2023-01-21,2.68750328125,4596.0,True,122.4000015258789
189,2022-08-11 18:28:52+00:00,365.0,516.43,2023-01-21,0.500005,183.0,True,286.6300048828125
190,2023-01-12 19:32:12+00:00,366.67,0.01,2023-01-21,2.750003125,29045.0,True,123.55999755859375
191,2023-01-11 20:03:01+00:00,370.0,0.01,2023-01-21,2.750003125,742.0,True,123.22000122070312
192,2023-01-12 16:16:31+00:00,375.0,0.01,2023-01-21,2.750003125,24624.0,True,123.55999755859375
193,2022-08-12 14:55:30+00:00,380.0,506.86,2023-01-21,0.500005,659.0,True,300.0299987792969
194,2023-01-10 20:48:36+00:00,383.33,0.01,2023-01-21,2.81250296875,27051.0,True,118.8499984741211
195,2022-08-12 14:55:30+00:00,385.0,502.23,2023-01-21,0.500005,895.0,True,300.0299987792969
196,2022-08-15 14:17:45+00:00,390.0,536.73,2023-01-21,0.500005,138.0,True,309.32000732421875
197,2023-01-11 20:02:47+00:00,391.67,0.01,2023-01-21,2.8750028125,11816.0,True,123.22000122070312
198,2022-08-12 15:18:31+00:00,395.0,503.35,2023-01-21,0.500005,134.0,True,300.0299987792969
199,2023-01-11 20:51:46+00:00,400.0,0.01,2023-01-21,2.93750265625,31281.0,True,123.22000122070312
200,2022-08-12 16:57:26+00:00,405.0,493.7,2023-01-21,0.500005,429.0,True,300.0299987792969
201,2023-01-11 20:02:20+00:00,408.33,0.01,2023-01-21,3.0000025,3492.0,True,123.22000122070312
202,2022-08-03 19:10:11+00:00,410.0,531.62,2023-01-21,0.500005,550.0,True,307.39666748046875
203,2023-01-13 16:48:11+00:00,416.67,0.01,2023-01-21,3.0000025,27970.0,True,122.4000015258789
204,2022-08-23 13:51:24+00:00,420.0,468.46,2023-01-21,0.500005,725.0,True,296.4533386230469
205,2023-01-04 15:03:50+00:00,425.0,0.01,2023-01-21,3.06250234375,9352.0,True,113.63999938964844
206,2022-08-03 15:23:28+00:00,430.0,501.25,2023-01-21,0.500005,649.0,True,307.39666748046875
207,2023-01-12 16:13:51+00:00,433.33,0.01,2023-01-21,3.1250021875,31368.0,True,123.55999755859375
208,2022-08-23 14:07:17+00:00,440.0,450.0,2023-01-21,0.500005,1405.0,True,296.4533386230469
209,2023-01-06 16:59:55+00:00,441.67,0.11,2023-01-21,3.1250021875,3545.0,True,113.05999755859375
210,2023-01-11 15:06:47+00:00,450.0,0.01,2023-01-21,3.1875020312499998,6865.0,True,123.22000122070312
211,2022-12-27 14:58:14+00:00,458.33,0.01,2023-01-21,3.2500018749999997,1917.0,True,109.0999984741211
212,2022-08-22 17:44:12+00:00,460.0,423.1,2023-01-21,0.500005,275.0,True,289.913330078125
213,2023-01-03 17:02:34+00:00,466.67,0.01,2023-01-21,3.2500018749999997,10826.0,True,108.0999984741211
214,2022-08-16 13:39:33+00:00,470.0,488.0,2023-01-21,0.500005,265.0,True,306.5633239746094
215,2022-12-30 20:35:30+00:00,475.0,0.01,2023-01-21,3.2500018749999997,7191.0,True,123.18000030517578
216,2022-08-24 19:38:58+00:00,480.0,433.64,2023-01-21,0.500005,330.0,True,297.0966796875
217,2023-01-10 15:51:48+00:00,483.33,0.01,2023-01-21,3.3125017187499997,13002.0,True,118.8499984741211
218,2022-08-24 19:38:58+00:00,490.0,424.64,2023-01-21,0.500005,283.0,True,297.0966796875
219,2023-01-05 15:15:11+00:00,491.67,0.01,2023-01-21,3.3750015624999996,4289.0,True,110.33999633789062
220,2023-01-11 14:30:01+00:00,500.0,0.01,2023-01-21,3.3750015624999996,37354.0,True,123.22000122070312
221,2023-01-09 18:49:58+00:00,508.33,0.01,2023-01-21,3.43750140625,3346.0,True,119.7699966430664
222,2022-08-23 18:57:26+00:00,510.0,406.45,2023-01-21,0.500005,391.0,True,296.4533386230469
223,2023-01-11 15:06:53+00:00,516.67,0.01,2023-01-21,3.50000125,7555.0,True,123.22000122070312
224,2022-08-23 18:57:26+00:00,520.0,397.76,2023-01-21,0.500005,404.0,True,296.4533386230469
225,2023-01-05 15:07:26+00:00,525.0,0.01,2023-01-21,3.50000125,2358.0,True,110.33999633789062
226,2022-08-15 16:19:17+00:00,530.0,423.5,2023-01-21,0.500005,275.0,True,309.32000732421875
227,2023-01-12 16:13:12+00:00,533.33,0.01,2023-01-21,3.50000125,8708.0,True,123.55999755859375
228,2022-08-24 18:19:44+00:00,540.0,385.12,2023-01-21,0.500005,50.0,True,297.0966796875
229,2022-12-23 16:38:57+00:00,541.67,0.01,2023-01-21,3.56250109375,1830.0,True,123.1500015258789
230,2023-01-06 19:21:53+00:00,550.0,0.01,2023-01-21,3.6250009375000003,5132.0,True,113.05999755859375
231,2023-01-03 14:30:14+00:00,558.33,0.01,2023-01-21,3.6250009375000003,2143.0,True,108.0999984741211
232,2022-08-15 16:16:58+00:00,560.0,396.81,2023-01-21,0.500005,214.0,True,309.32000732421875
233,2023-01-06 18:09:50+00:00,566.67,0.01,2023-01-21,3.6250009375000003,16055.0,True,113.05999755859375
234,2022-12-23 20:47:53+00:00,575.0,0.01,2023-01-21,3.6875007812500002,18166.0,True,123.1500015258789
235,2022-08-24 13:54:05+00:00,580.0,356.85,2023-01-21,0.500005,172.0,True,297.0966796875
236,2023-01-04 20:59:06+00:00,583.33,0.01,2023-01-21,3.750000625,2284.0,True,113.63999938964844
237,2023-01-03 16:13:21+00:00,591.67,0.01,2023-01-21,3.750000625,1747.0,True,108.0999984741211
238,2023-01-11 14:38:33+00:00,600.0,0.01,2023-01-21,3.750000625,6053.0,True,123.22000122070312
239,2023-01-03 17:00:59+00:00,608.33,0.01,2023-01-21,3.81250046875,6768.0,True,108.0999984741211
240,2022-08-18 14:08:59+00:00,610.0,336.05,2023-01-21,0.500005,516.0,True,302.8699951171875
241,2023-01-13 20:42:49+00:00,616.67,0.01,2023-01-21,3.8750003125,2856.0,True,122.4000015258789
242,2022-08-24 19:23:09+00:00,620.0,313.61,2023-01-21,0.500005,238.0,True,297.0966796875
243,2022-12-23 16:36:50+00:00,625.0,0.01,2023-01-21,3.8750003125,1516.0,True,123.1500015258789
244,2022-08-24 19:23:09+00:00,630.0,305.67,2023-01-21,0.500005,271.0,True,297.0966796875
245,2023-01-11 20:01:46+00:00,633.33,0.01,2023-01-21,3.8750003125,3978.0,True,123.22000122070312
246,2022-08-24 19:54:13+00:00,640.0,292.65,2023-01-21,0.500005,449.0,True,297.0966796875
